Номер<br>ABCnet;Номер Заказа<br>(Дилер);Номер формы выхода;Модель;Версия Модели;Кузов;Цвет Кузова;Двигатель;Kоробка передач;Номер VIN;Версия;Дата заказа;Тип Тек. Рез.;Статус;Пользователь, создавший заказ;Пользователь, зарезервивавший заказ;Дата резервации до;Номер SIV;Отделка Салона;Опции 1;Опции 2;Опции 3;Опции 4;Опции 5;Опции 6;Опции 7;Опции 8;Опции 9;Опции 10;Опции 11;Опции 12;Опции 13;Опции 14;Опции 15;Опции 16;Опции 17;Опции 18;Опции 19;Опции 20;Опции 21;Опции 22;Опции 23;Опции 24;Опции 25;Опции 26;Опции 27;Опции 28;Опции 29;Опции 30;Дата Продажи;Сумма Счета;Номер Заказа Финального Клиента;Дилер;Номер Счета/Накл.;Местонахождение;Идентификационный Номер Покупателя;Тип Оплаты;Ожид.дата доставки;Место доставки;Дополнение;Тип Текущего Резервирования;Тип Предыдущего Резервирования;Год выпуска;Топливо;Комментарии;Subsidiary identification;Last Central DM Action;Dealer estimated delivery date;
50165962;;341803;Боксер;FgTl 335 L3H2(120hp) / 2PU95KHDG609A070 / 10;FRG. EMP.LONG H2 16;H8M0 / BEIGE GOLDEN WH;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU95KHDG609A070 / 10;01/03/2011 07:30:47;SO in production;SO Pending;D737659;itsa-ap-batch;;RC153949;RYFY / GRIS 3;JO01;RK04;FX01;PE03;PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 4);;Bank Guarantee (BG);13/05/2011;3710-ООО "Леонар Авто";;SO in production;;*;Diesel;;;;;
319213;;345847;Боксер;FgTl 330 L2H2(120hp) /Irito/Tour 2;FRG. EMP.MOYEN H2 12;5VP0 / BLEU LINE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YABMFB11854490;2PU93IHDG6099S;07/07/2010 17:26:06;SO (fixed);SO Blocked;;itsa-ap-batch;;RC127964;VMFZ / GRIS 4;RE01;RK04;WM08;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow;;;In Stock;3710-ООО "Леонар Авто";;SO (fixed);;2010;Diesel;;;;;
319128;;345810;Боксер;FgTl 330 L2H2(120hp) /Irito/Tour 2;*;5VP0 / BLEU LINE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU93IHDG6099S;22/03/2011 15:55:55;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;RE01;RK04;WM08;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (fixed);2011;Diesel;;;;;
319077;;345716;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 10:24:00;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;3710_7500963852;Bank Guarantee (BG);;3710-ООО "Леонар Авто";;SO Cancelled;Final Customer Order;2011;Diesel;;;;;
319075;;345715;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 10:23:31;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;3710_7500963852;Bank Guarantee (BG);;3710-ООО "Леонар Авто";;SO Cancelled;Final Customer Order;2011;Diesel;;;;;
319073;;345714;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 10:22:50;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;3710_7500369852;Bank Guarantee (BG);;3710-ООО "Леонар Авто";;SO Cancelled;Final Customer Order;2011;Diesel;;;;;
319079;;345717;Боксер;FgTl 330 L2H2(120hp) / 2PU93IHDG609A070 / 10;*;5VP0 / BLEU LINE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU93IHDG609A070 / 10;22/03/2011 10:24:49;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;RE01;RK04;WM08;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (Cancellable);2010;Diesel;;;;;
50161102;;334311;3008 TB;3008 PR 16E BA6 / C0;CROSS OVER 5 PORTES;VGM0 / METAL.VERNIS B VAPOR GREY;EP6CDT 1598 4 CYL E (  Gasoline);AUTOMATIC 6-SPEED;VF30U5FNABS073646;1PTBSYHCCM329Q;30/12/2010 14:56:01;Final Customer Order;SO Blocked;D737659;itsa-ap-batch;;RC148638;2YFX / NOIR;LE05;ZV02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow;3710_7502499947;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2011;Gasoline;;;;;
319054;;345694;Боксер;FgTl 330 L2H2(120hp) /Irito/Tour 2;*;5VP0 / BLEU LINE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU93IHDG6099S;22/03/2011 09:37:22;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;RE01;RK04;WM08;FX01;PE03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (Cancellable);2011;Diesel;;;;;
319052;;345693;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 09:36:46;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (Cancellable);2011;Diesel;;;;;
319050;;345692;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 09:36:13;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (Cancellable);2011;Diesel;;;;;
319048;;345691;Боксер;FgTI 440 L4H2(120hp)/Irit22_base+el/11;*;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;;2PU97MHDG6099V;22/03/2011 09:35:32;SO Cancelled;CANCELLED;;itsa-ap-batch;;;VMFZ / GRIS 4;FX01;HC08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;;;;;3710-ООО "Леонар Авто";;SO Cancelled;SO (Cancellable);2011;Diesel;;;;;
50164436;;338946;Партнер M5;Partner Origin long VU 800 TOLE 1.6E (Carsan) / 2PM55DT6S532;FRG. EMP.LONG H1 12;WPP0 / BLANC BANQUISE;TU5JP4  1587CC  110HP  E (  Gasoline);MANUAL 5-SPEED;VF3GANFUCAX520669;2PM55DT6S532FC50/10;10/11/2010 08:56:22;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;25/03/2011;CH573115;N0FZ / GRIS 4;JO01;PX06;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00334203;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Gasoline;;;;;
50154619;;326614;Партнер B9;Partner B9  VP1 Confort 16E 90 hp / 13;Minivan;WPP0 / BLANC BANQUISE;TU5JP4B   1587   ESS (  Gasoline);MANUAL 5-SPEED;VF37JNFRCBJ539572;1PB9AFCFJ532A0;06/12/2010 12:26:05;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC142866;YMFZ / GRIS 4;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00331224;Dealer;;Bank Guarantee (BG);01/04/2011;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Gasoline;;;;In Dealership;
50160330;;333544;Партнер B9;Partner B9  VP2 Confort Pack 16 HDi 90 hp  / 13;Minivan;J4M0 / SABLE BIVOUAC;DV6ATED4 1600    HDI (  Diesel);MANUAL 5-SPEED;VF37J9HXCBJ550892;1PB9AFG3N532A0;30/12/2010 12:26:03;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC146908;YNFM / AMARANTE;PQ02;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00331919;Dealer;;Bank Guarantee (BG);01/04/2011;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Diesel;;;;In Dealership;
50168938;;345493;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM012854;1PT7A5NCAL32BK;09/07/2010 11:56:08;Final Customer Order;SO Blocked;D737659;itsa-ap-batch;;RC131868;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow;3710_6505818849;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;Final Customer Order;;2010;Gasoline;;;;;
50165671;;341394;207 A7;207 5D 200 ENVY 1.4 MT (75hp) (Freemix);Hatchback 5 Doors;1NP0 / ROUGE ADEN;TU3AE5 1360 4 CYL ES (  Gasoline);MANUAL 5-SPEED;VF3WCKFT0AW101128;1PA7A5LS3532JT;09/07/2010 10:26:18;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC132391;GRIS 4;WF05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00331247;Dealer;3710_7502653455;Bank Guarantee (BG);22/10/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50165496;;341090;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010813;1PT7A5NCAL32BK;06/07/2010 10:26:18;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC129148;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00330575;Dealer;;Bank Guarantee (BG);08/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50165497;;341091;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9HM0 / GRIS THORIUM;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010095;1PT7A5NCAL32BK;10/06/2010 10:26:18;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC125457;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00330639;Dealer;;Bank Guarantee (BG);24/09/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50165494;;341088;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM017499;1PT7A5FCA532BK;02/11/2010 10:26:17;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC141191;4PFX / NOIR;LE05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00330512;Dealer;;Bank Guarantee (BG);21/01/2011;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;In Dealership;
50153787;;325532;107 B0;107 5D TRENDY 1.0 2-TRONIC / E5;Hatchback 5 Doors;Y2P0 / ROUGE SCARLET;998 MOTEUR TOYOTA ES (  Gasoline);2-TRONIC 5-SPEED;VF3PNCFB088548708;1PB0A5KRBP04A0;30/11/2010 10:26:12;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC142180;3AFZ / GRIS 4;CS02;RE01;WL45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00332624;Moscow =>Dealer;;Bank Guarantee (BG);18/02/2011;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Gasoline;;;;In Dealership;
50166237;;342135;308 T7;308 SKD SPORTIUM 5D Premium 1.6 AT (120 hp);Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM017517;1PT7A5NCAL32JU;02/11/2010 10:26:12;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC139512;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);28/01/2011;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;;
50166228;;342118;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM011969;1PT7A5NCAL32BK;06/07/2010 10:26:12;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC126859;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);15/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;;
50166232;;342130;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9PM0 / GRIS SHARK;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM012448;1PT7A5NCAL32BK;06/07/2010 10:26:12;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC129806;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;;
50166233;;342131;308 T7;308 BK Confort Pack 1.6 AT (120 hp) e5;Break;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;VF34E5FS9AS240004;1PT7C5FCAL32A0;10/06/2010 10:26:12;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC125016;4PFX / NOIR;LE05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);15/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;;
50166227;;342117;308 T7;308 SKD 5D Premium 1.6 AT (120hp) / 1PT7A5NAYL32BKC0/10;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;1598 ESS INJ D (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FWFAM006553;1PT7A5NAYL32BKC0/10;12/04/2010 10:26:12;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC115119;XWFX / NOIR;NA01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);16/07/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;;
50165138;;340461;308 T7;308 SKD 5D Premium Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0BM002487;1PT7A5QCA532BK;30/12/2010 10:26:11;Final Customer Order;SOLD TO DEALER;D737660;itsa-ap-batch;;RC147598;XWFX / NOIR;UF01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00331926;Moscow =>Dealer;3710_7500612958;Bank Guarantee (BG);04/03/2011;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2011;Gasoline;;;;In Dealership;
50166686;;342687;308 T7;308 SKD SPORTIUM 5D Premium 1.6 MT (120 hp);Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM017755;1PT7A5NCA532JU;02/11/2010 10:26:11;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC141112;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00332162;Moscow =>Dealer;3710_7502662610;Bank Guarantee (BG);28/01/2011;3710-ООО "Леонар Авто";;Final Customer Order;;2011;Gasoline;;;;In Dealership;
50168721;;345171;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0BM000518;1PT7A5FCA532BK;06/12/2010 08:56:15;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;;RC143145;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00334046;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;;
50168720;;345170;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;9VM0 / NOIR PERLA NERA;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0BM000517;1PT7A5FCA532BK;06/12/2010 08:56:14;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;;RC143144;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00334045;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;;
50168722;;345172;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0BM002136;1PT7A5FCA532BK;06/12/2010 08:56:14;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;;RC144754;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00334047;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;;
50166534;;342511;107 B0;107 5D TRENDY 1.0 MT / E5;Hatchback 5 Doors;P8P0 / BLANC LIPIZAN;998 MOTEUR TOYOTA ES (  Gasoline);MANUELLE 5 RAPPORTS;;1PB0A5KRBT04A0;03/03/2011 07:31:15;SO in production;SO Pending;D737653;itsa-ap-batch;;RC154532;3AFZ / GRIS 4;CS02;RE01;VD10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 3);;Bank Guarantee (BG);29/04/2011;3710-ООО "Леонар Авто";;SO in production;;*;Gasoline;;;;;
50166535;;342512;107 B0;107 5D TRENDY 1.0 2-TRONIC / E5;Hatchback 5 Doors;Y2P0 / ROUGE SCARLET;998 MOTEUR TOYOTA ES (  Gasoline);2-TRONIC 5-SPEED;;1PB0A5KRBP04A0;03/03/2011 07:31:15;SO in production;SO Pending;D737653;itsa-ap-batch;;RC154537;3AFZ / GRIS 4;CS02;RE01;WL45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Plant (SIV 3);;Bank Guarantee (BG);06/05/2011;3710-ООО "Леонар Авто";;SO in production;;*;Gasoline;;;;;
50161070;;334279;3008 TB;3008 Premium 16E122 / C0;CROSS OVER 5 PORTES;VGM0 / METAL.VERNIS B VAPOR GREY;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;VF30U5FS0BS073414;1PTBSYHCA5329Q;30/12/2010 19:25:59;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC148578;2YFX / NOIR;LE05;RG03;ZV02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333285;Moscow =>Dealer;3710_3300149946;Bank Guarantee (BG);11/03/2011;3710-ООО "Леонар Авто";;Final Customer Order;SO-FCO in production;2011;Gasoline;;;;In Dealership;
50158597;;331735;107 B0;107 5D TRENDY 1.0 2-TRONIC / E5;Hatchback 5 Doors;Y2P0 / ROUGE SCARLET;998 MOTEUR TOYOTA ES (  Gasoline);2-TRONIC 5-SPEED;VF3PNCFB088554018;1PB0A5KRBP04A0;27/12/2010 19:25:59;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC146248;3AFZ / GRIS 4;RE01;WL45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333278;Moscow =>Dealer;3710_7510741108;Bank Guarantee (BG);11/03/2011;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2011;Gasoline;;;;In Dealership;
50163488;;337726;Боксер;FgVt Combi 330 L1H1(100hp) / 2PU91RHDE509CA70 / 10;FRG.VIT EMP.COURT H1;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE (  Diesel);MANUAL 5-SPEED;VF3YAAMRA11935519;2PU91RHDE509CA70 / 10;02/12/2010 19:25:59;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;25/02/2011;RC142204;VMFZ / GRIS 4;JO01;PR01;RK04;AN03;FX01;PE03;RC36;RE01;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00331573;Moscow =>Dealer;;Bank Guarantee (BG);04/03/2011;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Diesel;;;;In Dealership;
50168053;;344258;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM017418;1PT7A5FCA532BK;02/11/2010 19:25:59;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC140078;4PFX / NOIR;LE05;RE07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333018;Moscow =>Dealer;3710_7505748051;Bank Guarantee (BG);21/01/2011;3710-ООО "Леонар Авто";;Final Customer Order;;2011;Gasoline;;;;In Dealership;
50168185;;344456;207 A7;207 3D ACTIVE 1.4 2-TRONIC (90hp) / 1PA7A3L1ZP32A070/10;Hatchback 3 Doors;WPP0 / BLANC BANQUISE;ET3J4 1360CC 90HP E (  Gasoline);2-TRONIC 5-SPEED;VF3WAKFUCAT079801;1PA7A3L1ZP32A070/10;08/07/2010 19:25:59;Final Customer Order;SOLD TO DEALER;D737659;itsa-ap-batch;;RC131138;4DFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333314;Moscow =>Dealer;3710_7509614800;Bank Guarantee (BG);01/10/2010;3710-ООО "Леонар Авто";;Final Customer Order;SO (fixed);2010;Gasoline;;;;In Dealership;
50166223;;342113;308 T7;308 SKD 5D Premium 1.6 AT (120hp) e5;Hatchback 5 Doors;9PM0 / GRIS SHARK;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM011960;1PT7A5NCAL32BK;06/07/2010 19:25:59;SO (fixed);Consigned;D737653;itsa-ap-batch;;RC128826;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;;Moscow =>Dealer;;Consignment (CN);22/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;;
50165492;;341086;308 T7;308 SKD 5D Confort Pack 1.6 MT5 (120hp) e5;Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);MANUAL 5-SPEED;Z8T4C5FS0AM017648;1PT7A5FCA532BK;02/11/2010 10:26:19;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC141068;4PFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00330573;Dealer;;Bank Guarantee (BG);28/01/2011;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;In Dealership;
50165493;;341087;308 T7;308 SKD 5D Premium Pack 1.6 AT (120hp) e5;Hatchback 5 Doors;P9M5 / ROUGE BABYLONE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM010865;1PT7A5QCAL32BK;06/07/2010 10:26:18;SO (fixed);SOLD TO DEALER;D737659;itsa-ap-batch;;RC126883;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00330574;Dealer;;Bank Guarantee (BG);01/10/2010;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2010;Gasoline;;;;In Dealership;
50164664;;339456;Партнер M5;Partner VP XR 1.4 (karsan) / 1PM5GFTS1532A050/10;Van;5VP0 / BLEU LINE;TU3A  1360CC  75HP  E (  Gasoline);MANUAL 5-SPEED;VF3GJKFWCBX503954;1PM5GFTS1532A050/10;14/12/2010 09:56:09;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;25/03/2011;CH580340;VHFZ / NOIR;RE01;WD05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333743;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Gasoline;;;;;
50168623;;345055;308 T7;308 SKD SPORTIUM 5D Premium 1.6 AT (120 hp);Hatchback 5 Doors;WPP0 / BLANC BANQUISE;EP6C 1598 4 CE INDIR (  Gasoline);AUTOMATIC 4-SPEED;Z8T4C5FS9AM018087;1PT7A5NCAL32JU;05/11/2010 09:56:09;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;;RC141519;XWFX / NOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333777;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO Request;2011;Gasoline;;;;;
50157973;;330867;Боксер;FgTl 335 L3H3(120hp) / 2PU95NHDG609A070 / 10;FOURGON TOLE;WPP0 / BLANC BANQUISE;2188 HDI P.22DTE+ (  Diesel);MANUAL 6-SPEED;VF3YCBMFC11941700;2PU95NHDG609A070 / 10;21/12/2010 09:56:08;SO (fixed);Sold to dealer;D737659;itsa-ap-batch;;RC145872;RYFY / GRIS 3;JO01;RK04;FX01;PE03;PX05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3710;F-00333678;Moscow;;Bank Guarantee (BG);In Stock;3710-ООО "Леонар Авто";;SO (fixed);SO (Cancellable);2011;Diesel;;;;;
